submarket,GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,overlap_area_sqm,overlap_pct_of_bg,population,households,median_household_income,median_age,owner_occupied_units,occupied_housing_units,year
Central Mobile,010970061021,01,097,006102,1,14502665.20975621,0.9999999999999974,1731.0,463.0,66544.0,42.5,316.0,463.0,2023
North Mobile / Saraland,010970009031,01,097,000903,1,744659.730426159,0.9999999999999999,1583.0,584.0,63846.0,44.1,367.0,584.0,2023
North Mobile / Saraland,010970013021,01,097,001302,1,1064963.160619674,0.9999999999999996,910.0,301.0,23849.0,36.4,133.0,301.0,2023
Central Mobile,010970023012,01,097,002301,2,571987.2115544911,0.6249349949706721,1313.0,519.0,42313.0,37.4,274.0,519.0,2023
North Mobile / Saraland,010970023012,01,097,002301,2,288532.9320802327,0.31524188446170465,1313.0,519.0,42313.0,37.4,274.0,519.0,2023
Central Mobile,010970066003,01,097,006600,3,13989.363321074667,0.002028146521511025,1352.0,580.0,53737.0,41.0,450.0,580.0,2023
South Mobile,010970066003,01,097,006600,3,6108787.625025828,0.8856383302077226,1352.0,580.0,53737.0,41.0,450.0,580.0,2023
North Mobile / Saraland,010970005001,01,097,000500,1,2082899.24721828,0.9999999999999992,1017.0,417.0,26422.0,36.2,186.0,417.0,2023
North Mobile / Saraland,010970009011,01,097,000901,1,1078531.4700632663,1.0,693.0,339.0,35150.0,41.8,122.0,339.0,2023
North Mobile / Saraland,010970013023,01,097,001302,3,413657.9413863912,0.9999999999999999,952.0,366.0,23043.0,43.1,129.0,366.0,2023
South Mobile,010970073004,01,097,007300,4,28832623.151849035,1.000000000000001,1435.0,744.0,26833.0,46.1,237.0,744.0,2023
Central Mobile,010970023022,01,097,002302,2,396377.04304818035,0.4225624346369973,729.0,272.0,31818.0,40.0,184.0,272.0,2023
North Mobile / Saraland,010970023022,01,097,002302,2,487917.44290259597,0.5201501605372187,729.0,272.0,31818.0,40.0,184.0,272.0,2023
Central Mobile,010970036062,01,097,003606,2,838349.7921122637,1.0,1315.0,834.0,52593.0,42.7,360.0,834.0,2023
Central Mobile,010970018002,01,097,001800,2,2211497.5437805736,1.0000000000000007,1524.0,551.0,50924.0,41.7,411.0,551.0,2023
Central Mobile,010970020001,01,097,002000,1,1183137.0702908789,0.9999999999999996,309.0,131.0,,55.7,96.0,131.0,2023
Central Mobile,010970021003,01,097,002100,3,1720116.0417585687,1.0000000000000002,1707.0,594.0,30058.0,40.1,249.0,594.0,2023
Central Mobile,010970022002,01,097,002200,2,850963.9440213244,0.9999999999999999,668.0,241.0,48194.0,32.3,62.0,241.0,2023
Central Mobile,010970022003,01,097,002200,3,1055501.2642681967,0.8029460538407018,1136.0,392.0,68750.0,37.6,312.0,392.0,2023
North Mobile / Saraland,010970022003,01,097,002200,3,180718.81560665046,0.13747729610417073,1136.0,392.0,68750.0,37.6,312.0,392.0,2023
Central Baldwin,010030109031,01,003,010903,1,9915202.496983197,0.511079142387611,2095.0,727.0,55773.0,35.9,430.0,727.0,2023
West Baldwin,010030109031,01,003,010903,1,9348226.065040525,0.4818543405059133,2095.0,727.0,55773.0,35.9,430.0,727.0,2023
Central Baldwin,010030104003,01,003,010400,3,242533429.3597724,0.9628777351135579,2742.0,1081.0,49527.0,45.1,855.0,1081.0,2023
North Baldwin,010030104003,01,003,010400,3,8892995.189118942,0.03530592499631264,2742.0,1081.0,49527.0,45.1,855.0,1081.0,2023
Central Baldwin,010030103002,01,003,010300,2,64716744.07770436,0.9999999999999989,3198.0,883.0,120083.0,40.3,883.0,883.0,2023
West Baldwin,010030108003,01,003,010800,3,6384188.4639245225,0.9999999999999996,2556.0,1012.0,63355.0,38.3,435.0,1012.0,2023
North Baldwin,010030101002,01,003,010100,2,81077057.94706741,0.3508989778899803,1440.0,539.0,79450.0,48.7,492.0,539.0,2023
North Mobile / Saraland,010030101002,01,003,010100,2,7331921.871059596,0.031732329165220556,1440.0,539.0,79450.0,48.7,492.0,539.0,2023
Central Baldwin,010030109043,01,003,010904,3,47805752.43783301,1.0000000000000004,2455.0,933.0,86875.0,45.6,691.0,933.0,2023
West Baldwin,010030107042,01,003,010704,2,2720548.516682409,0.999999999999999,2354.0,813.0,95208.0,34.9,744.0,813.0,2023
Central Baldwin,010030109061,01,003,010906,1,18919182.178311046,1.0000000000000013,2034.0,801.0,53377.0,41.0,729.0,801.0,2023
Central Baldwin,010030109062,01,003,010906,2,6089263.258693094,1.0000000000000007,2077.0,723.0,26622.0,36.5,331.0,723.0,2023
South Baldwin,010030116013,01,003,011601,3,42380824.64039102,0.9999673926593309,588.0,343.0,100433.0,65.5,343.0,343.0,2023
Central Baldwin,010030115011,01,003,011501,1,11879870.907784298,0.370264153921001,4478.0,1918.0,74500.0,42.2,1570.0,1918.0,2023
South Baldwin,010030115011,01,003,011501,1,19897329.72122601,0.6201471389465625,4478.0,1918.0,74500.0,42.2,1570.0,1918.0,2023
South Baldwin,010030116012,01,003,011601,2,33717732.13077624,0.9999999999999996,2678.0,1053.0,58938.0,43.4,703.0,1053.0,2023
Central Baldwin,010030109063,01,003,010906,3,14500239.900806582,1.000000000000001,707.0,272.0,74259.0,49.8,262.0,272.0,2023
Jackson County,010690418002,01,069,041800,2,1575.6196766967823,7.874157399246319e-06,795.0,325.0,50694.0,47.6,301.0,325.0,2023
North Mobile / Saraland,010970004014,01,097,000401,4,298022.41726266796,1.0,555.0,238.0,31071.0,42.2,99.0,238.0,2023
North Mobile / Saraland,010970011003,01,097,001100,3,347743.5878496385,1.0,1099.0,480.0,25833.0,46.8,93.0,480.0,2023
Central Mobile,010970071021,01,097,007102,1,6299435.927684314,0.262543226456155,817.0,341.0,,58.1,310.0,341.0,2023
South Mobile,010970071021,01,097,007102,1,17312811.390794482,0.7215505346423835,817.0,341.0,,58.1,310.0,341.0,2023
North Mobile / Saraland,010970039021,01,097,003902,1,1665763.8354066454,0.9999999999999997,726.0,292.0,27955.0,50.5,134.0,292.0,2023
Central Mobile,010970071011,01,097,007101,1,2925029.729923225,0.962399826606112,1010.0,399.0,67813.0,37.1,392.0,399.0,2023
South Mobile,010970071011,01,097,007101,1,64544.23279189606,0.021236487893398517,1010.0,399.0,67813.0,37.1,392.0,399.0,2023
Central Mobile,010970030001,01,097,003000,1,4826011.134369058,1.0000000000000004,2081.0,909.0,40893.0,45.6,417.0,909.0,2023
North Mobile / Saraland,010970024001,01,097,002400,1,586105.4120880519,1.0000000000000004,860.0,284.0,66759.0,43.9,166.0,284.0,2023
North Mobile / Saraland,010970024002,01,097,002400,2,721917.4669390349,1.0000000000000002,949.0,404.0,,33.7,203.0,404.0,2023
North Mobile / Saraland,010970024003,01,097,002400,3,1170385.395257068,1.0,1611.0,512.0,32363.0,32.9,263.0,512.0,2023
North Mobile / Saraland,010970025012,01,097,002501,2,624104.4475601276,0.9999999999999997,789.0,489.0,97350.0,46.4,311.0,489.0,2023
North Mobile / Saraland,010970025013,01,097,002501,3,1371487.3485850582,1.0000000000000004,1212.0,505.0,120570.0,38.3,456.0,505.0,2023
North Mobile / Saraland,010970028002,01,097,002800,2,357719.3249351308,0.9999999999999999,550.0,282.0,,48.2,95.0,282.0,2023
Central Mobile,010970029002,01,097,002900,2,166133.51719960864,0.1084087885784304,1269.0,503.0,35866.0,32.1,79.0,503.0,2023
North Mobile / Saraland,010970029002,01,097,002900,2,1133302.691571922,0.7395254970637318,1269.0,503.0,35866.0,32.1,79.0,503.0,2023
Central Mobile,010970029003,01,097,002900,3,292765.2421811431,0.14949724058312164,2327.0,893.0,40471.0,28.5,88.0,893.0,2023
North Mobile / Saraland,010970029003,01,097,002900,3,1705724.3088772474,0.8710087149448005,2327.0,893.0,40471.0,28.5,88.0,893.0,2023
Central Mobile,010970031003,01,097,003100,3,2068884.7117126244,0.981595754663877,619.0,333.0,83476.0,57.5,328.0,333.0,2023
North Mobile / Saraland,010970031003,01,097,003100,3,12666.278007700628,0.006009597658759431,619.0,333.0,83476.0,57.5,328.0,333.0,2023
Central Mobile,010970032031,01,097,003203,1,1210622.4518294549,0.9999999999999997,966.0,541.0,66719.0,52.9,340.0,541.0,2023
Central Mobile,010970032051,01,097,003205,1,802202.7097124158,1.0,495.0,178.0,53170.0,25.5,133.0,178.0,2023
Central Mobile,010970033021,01,097,003302,1,2672394.2164000096,1.0000000000000004,2474.0,825.0,92462.0,26.0,359.0,825.0,2023
Central Mobile,010970033022,01,097,003302,2,1498501.8813338818,0.9965371782838529,1076.0,341.0,71838.0,27.1,207.0,341.0,2023
North Mobile / Saraland,010970033022,01,097,003302,2,5204.53623550496,0.003461132694601249,1076.0,341.0,71838.0,27.1,207.0,341.0,2023
Central Mobile,010970034083,01,097,003408,3,2835588.6929092673,1.0000000000000002,2126.0,731.0,59894.0,43.1,612.0,731.0,2023
Central Mobile,010970035022,01,097,003502,2,2715537.605064718,0.9999999999999994,1790.0,581.0,183157.0,41.5,581.0,581.0,2023
Central Mobile,010970036061,01,097,003606,1,1326984.6230739008,0.9999999999999998,1294.0,736.0,24485.0,26.1,261.0,736.0,2023
Central Mobile,010970037071,01,097,003707,1,1986515.4183534272,1.0000000000000002,1887.0,970.0,59286.0,54.8,663.0,970.0,2023
North Mobile / Saraland,010970040001,01,097,004000,1,555859.9338599425,1.0,672.0,282.0,14808.0,35.3,22.0,282.0,2023
North Mobile / Saraland,010970048002,01,097,004800,2,504621.5405161407,1.0000000000000002,821.0,219.0,2499.0,10.0,0.0,219.0,2023
Central Mobile,010970049001,01,097,004900,1,1182779.4325477786,0.7523994579523976,735.0,226.0,32917.0,27.7,139.0,226.0,2023
North Mobile / Saraland,010970049001,01,097,004900,1,356915.8284385343,0.22704425564225922,735.0,226.0,32917.0,27.7,139.0,226.0,2023
North Mobile / Saraland,010970050002,01,097,005000,2,2278380.122849664,1.000000000000001,840.0,260.0,36029.0,25.9,158.0,260.0,2023
North Mobile / Saraland,010970051001,01,097,005100,1,489784.63658834214,1.0000000000000004,886.0,303.0,45417.0,28.0,157.0,303.0,2023
Central Mobile,010970064031,01,097,006403,1,1319038.6908751284,1.0000000000000004,298.0,128.0,51170.0,45.9,51.0,128.0,2023
Central Mobile,010970066001,01,097,006600,1,13995037.171205234,0.9774543753939153,937.0,267.0,70511.0,32.6,238.0,267.0,2023
South Mobile,010970073001,01,097,007300,1,4894824.0918061305,0.9999999999999994,721.0,232.0,33456.0,36.6,174.0,232.0,2023
South Mobile,010970073002,01,097,007300,2,8772224.716017557,1.0000000000000007,668.0,177.0,48299.0,43.2,115.0,177.0,2023
North Mobile / Saraland,010970011001,01,097,001100,1,340714.5976823612,0.9999999999999998,548.0,361.0,47547.0,64.3,241.0,361.0,2023
North Mobile / Saraland,010970025021,01,097,002502,1,884219.2809021121,0.9999999999999998,762.0,302.0,67778.0,43.8,95.0,302.0,2023
Central Mobile,010970061041,01,097,006104,1,38950973.35164665,1.0,1120.0,419.0,87585.0,46.2,377.0,419.0,2023
South Mobile,010970073003,01,097,007300,3,60447382.142076075,0.9999999999999988,867.0,314.0,52432.0,37.6,233.0,314.0,2023
Central Mobile,010970049004,01,097,004900,4,367122.9415797279,0.23254180290853643,782.0,371.0,29669.0,42.7,169.0,371.0,2023
North Mobile / Saraland,010970049004,01,097,004900,4,1173534.8846839743,0.7433365964170019,782.0,371.0,29669.0,42.7,169.0,371.0,2023
Central Mobile,010970065011,01,097,006501,1,12095046.89345374,1.0000000000000002,1883.0,615.0,55302.0,31.6,512.0,615.0,2023
South Mobile,010970067022,01,097,006702,2,13118488.54313659,0.9971298610296458,804.0,299.0,61520.0,46.5,221.0,299.0,2023
North Mobile / Saraland,010970075001,01,097,007500,1,1050308.5456702965,1.0000000000000002,430.0,187.0,29201.0,62.3,123.0,187.0,2023
Central Mobile,010970033012,01,097,003301,2,675304.8876403226,0.9999999999999998,638.0,350.0,53125.0,39.8,340.0,350.0,2023
Central Mobile,010970058001,01,097,005800,1,11868.015113599371,9.575831925920928e-05,2184.0,821.0,79867.0,44.9,738.0,821.0,2023
North Mobile / Saraland,010970058001,01,097,005800,1,82478.92565927735,0.0006654898245273908,2184.0,821.0,79867.0,44.9,738.0,821.0,2023
Central Mobile,010970064022,01,097,006402,2,3834696.8264194797,0.9999999999999998,1833.0,666.0,66154.0,37.4,491.0,666.0,2023
Central Mobile,010970064023,01,097,006402,3,7511982.699948047,1.0,1787.0,810.0,59362.0,39.4,416.0,810.0,2023
South Mobile,010970066002,01,097,006600,2,7722046.260149515,0.9373947387552173,1495.0,806.0,62045.0,49.1,630.0,806.0,2023
Central Mobile,010970033023,01,097,003302,3,1403927.9704975092,1.0000000000000002,1879.0,672.0,147222.0,41.2,605.0,672.0,2023
Central Mobile,010970036022,01,097,003602,2,793755.1336146909,0.9999999999999981,439.0,204.0,25938.0,30.2,46.0,204.0,2023
Central Mobile,010970036072,01,097,003607,2,606365.111071443,1.0,955.0,356.0,89688.0,31.3,292.0,356.0,2023
Central Mobile,010970036081,01,097,003608,1,1936063.2343783549,0.9999999999999998,972.0,484.0,44583.0,40.0,409.0,484.0,2023
Central Mobile,010970037042,01,097,003704,2,739638.1977989872,1.0,1019.0,501.0,60987.0,35.9,458.0,501.0,2023
Central Mobile,010970037102,01,097,003710,2,1133596.1164223976,1.0000000000000013,685.0,285.0,62159.0,60.1,258.0,285.0,2023
North Mobile / Saraland,010970039011,01,097,003901,1,1687417.9605729638,1.0,820.0,370.0,31100.0,44.0,247.0,370.0,2023
North Mobile / Saraland,010970039012,01,097,003901,2,1175849.839173504,0.9999999999999994,1157.0,411.0,46082.0,48.6,276.0,411.0,2023
North Mobile / Saraland,010970040003,01,097,004000,3,518875.40432966343,1.0000000000000004,1270.0,198.0,77879.0,29.9,132.0,198.0,2023
North Mobile / Saraland,010970041001,01,097,004100,1,814779.219058653,1.0000000000000002,567.0,291.0,33661.0,56.5,121.0,291.0,2023
Central Mobile,010970064021,01,097,006402,1,4498221.037538228,0.9999999999999993,1082.0,377.0,49072.0,40.9,96.0,377.0,2023
Central Mobile,010970071012,01,097,007101,2,4471669.858187061,1.0000000000000004,494.0,243.0,21875.0,49.9,243.0,243.0,2023
North Mobile / Saraland,010970049002,01,097,004900,2,1106016.814520871,0.9999999999999998,679.0,251.0,45477.0,51.3,196.0,251.0,2023
North Mobile / Saraland,010970049003,01,097,004900,3,936633.899792717,0.9999999999999999,484.0,205.0,36477.0,39.7,128.0,205.0,2023
North Mobile / Saraland,010970052002,01,097,005200,2,744519.1776477926,1.0,465.0,211.0,38250.0,28.4,118.0,211.0,2023
North Mobile / Saraland,010970050001,01,097,005000,1,821792.4167828694,0.9999999999999991,774.0,238.0,45764.0,30.4,167.0,238.0,2023
North Mobile / Saraland,010970051002,01,097,005100,2,493801.82142315985,0.9999999999999984,657.0,200.0,14444.0,22.1,97.0,200.0,2023
North Mobile / Saraland,010970052001,01,097,005200,1,1086396.3931747617,1.0,938.0,398.0,39500.0,34.8,161.0,398.0,2023
North Mobile / Saraland,010970053001,01,097,005300,1,5211309.22894491,1.0000000000000004,2524.0,938.0,51379.0,32.2,439.0,938.0,2023
Central Mobile,010970068021,01,097,006802,1,7862744.53859049,1.0000000000000009,2230.0,844.0,66000.0,35.2,601.0,844.0,2023
Central Mobile,010970069021,01,097,006902,1,2171811.8426333913,1.0000000000000004,2423.0,761.0,49861.0,27.5,397.0,761.0,2023
Central Mobile,010970070001,01,097,007000,1,4223973.130980197,0.4914511058634259,492.0,286.0,70086.0,48.7,158.0,286.0,2023
South Mobile,010970070001,01,097,007000,1,2799076.8292810614,0.3256671764925861,492.0,286.0,70086.0,48.7,158.0,286.0,2023
Central Mobile,010970071031,01,097,007103,1,1469980.3651229625,0.059643211385067,1316.0,648.0,113019.0,62.6,484.0,648.0,2023
South Mobile,010970071031,01,097,007103,1,22853360.241169617,0.92725578386154,1316.0,648.0,113019.0,62.6,484.0,648.0,2023
Central Mobile,010970031001,01,097,003100,1,1996629.9538017486,0.9999999999999997,1566.0,590.0,74840.0,49.5,500.0,590.0,2023
Central Mobile,010970032021,01,097,003202,1,1098127.417420525,1.0000000000000007,1668.0,823.0,36211.0,50.1,426.0,823.0,2023
Central Mobile,010970032022,01,097,003202,2,701009.2469816272,1.0000000000000009,1400.0,403.0,45875.0,22.9,172.0,403.0,2023
Central Mobile,010970032032,01,097,003203,2,1744794.4747345748,1.0000000000000009,2148.0,1101.0,38768.0,30.5,301.0,1101.0,2023
Central Mobile,010970033011,01,097,003301,1,1173162.6754699643,1.0000000000000002,922.0,461.0,34375.0,24.9,14.0,461.0,2023
Central Mobile,010970034021,01,097,003402,1,4372220.968169584,0.8582588607253295,520.0,278.0,26058.0,45.3,110.0,278.0,2023
North Mobile / Saraland,010970034021,01,097,003402,1,670023.5692474403,0.13152438300531993,520.0,278.0,26058.0,45.3,110.0,278.0,2023
Central Mobile,010970034041,01,097,003404,1,2486733.947595454,1.0000000000000007,2769.0,1003.0,42625.0,28.0,383.0,1003.0,2023
Central Mobile,010970034051,01,097,003405,1,2043071.7313649603,0.9999999999999996,2205.0,790.0,66048.0,35.4,764.0,790.0,2023
Central Mobile,010970034061,01,097,003406,1,1301953.9923635672,1.0000000000000004,676.0,328.0,58929.0,48.8,275.0,328.0,2023
Central Mobile,010970034081,01,097,003408,1,4280862.048931739,1.0,1644.0,579.0,50980.0,35.5,471.0,579.0,2023
Central Mobile,010970035012,01,097,003501,2,2601834.336278098,1.0000000000000002,1790.0,800.0,75918.0,34.1,523.0,800.0,2023
Central Mobile,010970037101,01,097,003710,1,2423289.2813928295,0.9999999999999992,1391.0,615.0,56250.0,58.2,521.0,615.0,2023
Central Mobile,010970074001,01,097,007400,1,10456024.19443215,0.985476443241177,67.0,40.0,,80.2,30.0,40.0,2023
North Mobile / Saraland,010970074001,01,097,007400,1,192790.29613863755,0.018170414662132085,67.0,40.0,,80.2,30.0,40.0,2023
Central Mobile,010970019023,01,097,001902,3,1865898.7820535938,0.9999999999999998,1108.0,451.0,80636.0,59.8,415.0,451.0,2023
North Mobile / Saraland,010970004011,01,097,000401,1,545293.7274316367,0.9999999999999998,16.0,16.0,,,7.0,16.0,2023
North Mobile / Saraland,010970007013,01,097,000701,3,323939.1392814683,0.9999999999999998,575.0,209.0,,35.4,81.0,209.0,2023
North Mobile / Saraland,010970025022,01,097,002502,2,473254.194682438,0.9999999999999998,337.0,147.0,69659.0,35.6,99.0,147.0,2023
Central Mobile,010970034082,01,097,003408,2,1035214.3272228797,0.9999999999999997,919.0,295.0,109023.0,36.4,295.0,295.0,2023
Central Mobile,010970015011,01,097,001501,1,82836.03151789276,0.15101096493460148,467.0,256.0,19239.0,44.1,83.0,256.0,2023
North Mobile / Saraland,010970015011,01,097,001501,1,440864.36954281287,0.8037004263726044,467.0,256.0,19239.0,44.1,83.0,256.0,2023
Central Mobile,010979900000,01,097,990000,0,6495725.923055763,0.00832211277294958,0.0,0.0,,,0.0,0.0,2023
South Mobile,010979900000,01,097,990000,0,58595409.35228774,0.07507053259068008,0.0,0.0,,,0.0,0.0,2023
Central Mobile,010970069022,01,097,006902,2,1483005.1622361701,0.9999999999999992,1351.0,632.0,52023.0,49.8,479.0,632.0,2023
North Mobile / Saraland,010970025023,01,097,002502,3,984755.1116386448,1.0000000000000002,929.0,442.0,77917.0,54.8,417.0,442.0,2023
North Mobile / Saraland,010970026001,01,097,002600,1,173107.2148101561,1.0,142.0,141.0,15268.0,72.2,7.0,141.0,2023
Central Mobile,010970028004,01,097,002800,4,192105.00020632154,0.20578602909220192,598.0,266.0,28021.0,46.0,66.0,266.0,2023
North Mobile / Saraland,010970028004,01,097,002800,4,754403.7362930716,0.808129663763761,598.0,266.0,28021.0,46.0,66.0,266.0,2023
Central Mobile,010970028005,01,097,002800,5,162485.21858499118,0.20144368712774827,1300.0,647.0,45222.0,33.7,88.0,647.0,2023
North Mobile / Saraland,010970028005,01,097,002800,5,652831.8280373233,0.8093588552819538,1300.0,647.0,45222.0,33.7,88.0,647.0,2023
North Mobile / Saraland,010970029001,01,097,002900,1,919331.9380835559,0.9999999999999998,736.0,479.0,56563.0,45.8,427.0,479.0,2023
North Mobile / Saraland,010970004012,01,097,000401,2,456182.2263808882,1.0000000000000004,555.0,201.0,55791.0,39.0,34.0,201.0,2023
Central Mobile,010970020002,01,097,002000,2,9729134.71323815,1.0000000000000004,1475.0,547.0,131950.0,47.6,437.0,547.0,2023
North Mobile / Saraland,010970055001,01,097,005500,1,1191529.1107616783,1.0000000000000002,991.0,392.0,63889.0,39.9,239.0,392.0,2023
North Mobile / Saraland,010970027001,01,097,002700,1,1535414.5450075725,0.9999999999999992,976.0,455.0,34821.0,46.7,144.0,455.0,2023
Central Mobile,010970066004,01,097,006600,4,114796.26141701764,0.001052669379317404,1469.0,570.0,48333.0,46.9,546.0,570.0,2023
South Mobile,010970066004,01,097,006600,4,108016164.27946821,0.9904966172657836,1469.0,570.0,48333.0,46.9,546.0,570.0,2023
North Mobile / Saraland,010970055002,01,097,005500,2,3384704.1487782774,1.000000000000001,2111.0,1043.0,27364.0,40.1,770.0,1043.0,2023
